sent_data_size, max_receive_time
17502, 24
35146, 59
34792, 59
34084, 59
33730, 59
32668, 59
33376, 59
32314, 59
31606, 59
31252, 59
31252, 59
29836, 59
29482, 59
28774, 59
28420, 59
27358, 59
27004, 59
26296, 59
25942, 59
24172, 59
23818, 59
24880, 59
23110, 59
23110, 59
23464, 59
24172, 59
22756, 59
21694, 59
22756, 59
21340, 59
22048, 59
21340, 59
22048, 59
20632, 59
20278, 59
18862, 59
19924, 59
19924, 59
18508, 59
19216, 59
18508, 59
19216, 59
17800, 59
17446, 59
16384, 59
16030, 59
15322, 59
14968, 59
12844, 59
12490, 59
13906, 59
11782, 59
11428, 59
11428, 59
11428, 59
10366, 59
10012, 59
10366, 59
11074, 59
9304, 59
9658, 59
10366, 59
10366, 59
8950, 59
8950, 59
7534, 59
7180, 59
6472, 59
6118, 59
6472, 59
6826, 59
6826, 59
6118, 59
6826, 59
6118, 59
5056, 59
6118, 59
6118, 59
4702, 59
3994, 59
3640, 59
3640, 59
1870, 59
3286, 59
3286, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
2578, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
2578, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
2578, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
2578, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
2578, 59
1516, 59
2578, 59
1516, 59
1516, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
2578, 59
1516, 59
2578, 59
